payment_id,customer_id,amount,currency,payment_method,failure_reason,timestamp,previous_attempts,previous_recovery_attempts,time_since_failure_minutes,customer_success_rate,customer_lifetime_value,customer_previous_payments,status,true_recovery_probability,recovered,amount_recovered
pay_100364,cust_01364,1561.77,INR,upi,network_failure,2026-09-03T07:44:12.983650+00:00,1,0,1494.7,0.923,37964.64,9,RECOVERED,0.95,True,1561.77
pay_100365,cust_01365,1274.44,INR,upi,temporary_bank_error,2026-09-03T05:30:59.275942+00:00,1,2,1627.9,0.776,249922.8,47,FAILED,0.5841,False,0.0
pay_100366,cust_01366,744.36,INR,emi,authentication_failure,2026-09-03T04:40:21.891255+00:00,2,0,1678.5,0.84,29790.2,12,RECOVERED,0.6425,True,744.36
pay_100367,cust_01367,1367.76,INR,card,customer_abandonment,2026-09-03T21:00:41.930713+00:00,2,0,698.2,0.251,0.0,3,FAILED,0.0629,False,0.0
pay_100368,cust_01368,1861.82,INR,upi,network_failure,2026-09-02T22:46:22.052625+00:00,3,1,2032.5,0.783,77449.68,29,RECOVERED,0.5885,True,1861.82
pay_100369,cust_01369,3129.83,INR,upi,customer_abandonment,2026-09-03T23:36:14.410237+00:00,1,1,542.6,0.896,317234.22,49,RECOVERED,0.2319,True,3129.83
pay_100370,cust_01370,5107.68,INR,emi,temporary_bank_error,2026-09-01T02:42:13.442804+00:00,3,0,4676.7,0.793,131805.96,33,RECOVERED,0.5397,True,5107.68
pay_100371,cust_01371,568.67,INR,card,network_failure,2026-09-03T13:17:05.822449+00:00,2,0,1161.8,0.838,138331.71,40,RECOVERED,0.7596,True,568.67
pay_100372,cust_01372,3329.05,INR,upi,temporary_bank_error,2026-09-04T01:26:34.587882+00:00,1,0,432.3,0.943,52399.05,36,RECOVERED,0.95,True,3329.05
pay_100373,cust_01373,1746.7,INR,upi,customer_abandonment,2026-09-03T13:04:08.463733+00:00,1,0,1174.7,0.802,28713.78,23,FAILED,0.3258,False,0.0
pay_100374,cust_01374,847.09,INR,upi,3ds_timeout,2026-09-03T16:32:21.996930+00:00,2,2,966.5,0.882,119099.03,22,RECOVERED,0.5137,True,847.09
pay_100375,cust_01375,4821.15,INR,card,network_failure,2026-09-03T20:34:54.456869+00:00,1,2,724.0,0.978,59671.1,11,RECOVERED,0.7399,True,4821.15
pay_100376,cust_01376,16572.08,INR,upi,customer_abandonment,2026-09-01T23:00:07.940440+00:00,2,0,3458.7,0.948,33127.56,10,FAILED,0.228,False,0.0
pay_100377,cust_01377,4762.98,INR,upi,payment_method_issue,2026-09-04T05:26:53.026750+00:00,1,2,192.0,0.6,48510.49,13,RECOVERED,0.3215,True,4762.98
pay_100378,cust_01378,3285.45,INR,wallet,network_failure,2026-09-03T17:44:24.804198+00:00,1,0,894.5,0.667,32509.45,8,FAILED,0.8442,False,0.0
pay_100379,cust_01379,4918.9,INR,card,temporary_bank_error,2026-09-04T00:34:12.867016+00:00,2,1,484.7,0.789,99578.31,50,RECOVERED,0.6322,True,4918.9
pay_100380,cust_01380,1240.75,INR,card,authentication_failure,2026-09-03T11:58:58.335698+00:00,1,0,1239.9,0.923,206486.56,31,RECOVERED,0.886,True,1240.75
pay_100381,cust_01381,1912.34,INR,netbanking,payment_method_issue,2026-09-03T12:11:41.434782+00:00,1,0,1227.2,0.445,11555.48,6,RECOVERED,0.4518,True,1912.34
pay_100382,cust_01382,1706.38,INR,netbanking,temporary_bank_error,2026-09-02T11:35:49.814270+00:00,1,1,2703.0,0.883,97549.04,22,FAILED,0.6328,False,0.0
pay_100383,cust_01383,3212.63,INR,card,customer_abandonment,2026-09-04T08:11:04.826510+00:00,2,0,27.8,0.661,38431.98,14,FAILED,0.0706,False,0.0
pay_100384,cust_01384,4911.28,INR,card,network_failure,2026-09-04T00:06:30.301862+00:00,1,0,512.4,0.161,0.0,1,RECOVERED,0.7408,True,4911.28
pay_100385,cust_01385,1210.3,INR,upi,customer_abandonment,2026-09-04T08:26:03.245824+00:00,1,0,12.8,0.522,12853.44,4,RECOVERED,0.3109,True,1210.3
pay_100386,cust_01386,4283.39,INR,upi,network_failure,2026-09-03T00:30:50.374846+00:00,1,2,1928.0,0.824,52212.78,23,FAILED,0.6536,False,0.0
pay_100387,cust_01387,1196.09,INR,netbanking,payment_method_issue,2026-09-03T06:51:33.379774+00:00,2,0,1547.3,0.704,1307.52,3,RECOVERED,0.4491,True,1196.09
pay_100388,cust_01388,2646.94,INR,upi,authentication_failure,2026-09-04T06:42:28.753119+00:00,1,1,116.4,0.75,44588.4,32,RECOVERED,0.7742,True,2646.94
pay_100389,cust_01389,1164.28,INR,upi,network_failure,2026-09-02T17:00:44.082192+00:00,1,0,2378.1,0.965,21393.12,22,FAILED,0.909,False,0.0
pay_100390,cust_01390,439.27,INR,upi,authentication_failure,2026-09-02T18:40:14.393030+00:00,1,0,2278.6,0.621,3351.83,3,RECOVERED,0.7684,True,439.27
pay_100391,cust_01391,552.22,INR,upi,temporary_bank_error,2026-09-02T17:35:59.212851+00:00,1,0,2342.9,0.771,2466.88,11,FAILED,0.7989,False,0.0
pay_100392,cust_01392,3879.96,INR,upi,authentication_failure,2026-09-04T02:29:54.964291+00:00,3,0,369.0,0.906,1448.32,5,RECOVERED,0.743,True,3879.96
pay_100393,cust_01393,2096.34,INR,upi,3ds_timeout,2026-09-04T05:30:00.409800+00:00,2,0,188.9,0.562,16248.2,9,FAILED,0.7143,False,0.0
pay_100394,cust_01394,178.46,INR,card,3ds_timeout,2026-09-04T06:51:37.203844+00:00,1,1,107.3,0.447,10480.28,6,FAILED,0.569,False,0.0
pay_100395,cust_01395,3811.2,INR,netbanking,payment_method_issue,2026-09-03T13:20:59.857517+00:00,1,0,1157.9,0.9,87120.35,33,RECOVERED,0.5353,True,3811.2
pay_100396,cust_01396,2735.13,INR,upi,authentication_failure,2026-09-04T00:37:15.276631+00:00,1,0,481.6,0.55,3870.0,8,RECOVERED,0.7795,True,2735.13
pay_100397,cust_01397,1313.87,INR,card,temporary_bank_error,2026-09-04T08:33:52.447543+00:00,1,0,5.0,0.52,19051.76,15,RECOVERED,0.7919,True,1313.87
pay_100398,cust_01398,1537.15,INR,netbanking,network_failure,2026-09-04T01:50:41.834188+00:00,2,0,408.2,0.877,216563.96,43,RECOVERED,0.806,True,1537.15
pay_100399,cust_01399,1180.28,INR,upi,temporary_bank_error,2026-09-02T12:15:20.429294+00:00,1,0,2663.5,0.624,11291.58,11,RECOVERED,0.7647,True,1180.28
pay_100400,cust_01400,2465.25,INR,upi,insufficient_funds,2026-09-03T21:16:43.090471+00:00,2,0,682.2,0.763,61659.6,20,RECOVERED,0.4637,True,2465.25
pay_100401,cust_01401,2470.78,INR,card,temporary_bank_error,2026-09-03T08:36:33.458679+00:00,1,0,1442.3,0.872,31596.0,5,RECOVERED,0.8186,True,2470.78
pay_100402,cust_01402,4325.65,INR,emi,payment_method_issue,2026-09-01T08:22:35.515107+00:00,1,2,4336.3,0.876,86421.86,16,FAILED,0.2834,False,0.0
pay_100403,cust_01403,1219.11,INR,netbanking,3ds_timeout,2026-09-04T07:27:45.526998+00:00,1,0,71.1,0.8,45629.04,8,RECOVERED,0.7552,True,1219.11
pay_100404,cust_01404,1999.04,INR,upi,authentication_failure,2026-09-04T03:01:28.144824+00:00,1,2,337.4,0.661,51335.46,15,RECOVERED,0.5844,True,1999.04
pay_100405,cust_01405,1330.74,INR,netbanking,temporary_bank_error,2026-09-02T15:12:01.130186+00:00,1,1,2486.9,0.494,4542.35,11,FAILED,0.5338,False,0.0
pay_100406,cust_01406,3287.12,INR,card,insufficient_funds,2026-09-04T02:48:55.904285+00:00,1,0,349.9,0.885,221765.2,46,RECOVERED,0.4831,True,3287.12
pay_100407,cust_01407,576.51,INR,upi,3ds_timeout,2026-09-03T00:26:50.107216+00:00,2,0,1932.0,0.688,4364.98,3,RECOVERED,0.7194,True,576.51
pay_100408,cust_01408,771.6,INR,card,network_failure,2026-09-02T03:37:34.854991+00:00,2,1,3181.3,0.505,64404.0,25,RECOVERED,0.583,True,771.6
pay_100409,cust_01409,1292.99,INR,upi,authentication_failure,2026-09-04T01:10:25.891975+00:00,1,0,448.4,0.456,21635.7,13,FAILED,0.7664,False,0.0
pay_100410,cust_01410,1664.23,INR,card,temporary_bank_error,2026-09-03T14:28:45.950862+00:00,1,1,1090.1,0.697,121131.63,25,RECOVERED,0.6308,True,1664.23
pay_100411,cust_01411,1967.64,INR,emi,authentication_failure,2026-09-03T05:29:06.377920+00:00,1,0,1629.8,0.81,169356.0,41,RECOVERED,0.7225,True,1967.64
pay_100412,cust_01412,3541.5,INR,card,account_blocked,2026-09-04T05:25:40.988354+00:00,2,0,193.2,0.948,43836.8,15,FAILED,0.1023,False,0.0
pay_100413,cust_01413,3423.06,INR,upi,temporary_bank_error,2026-09-04T08:13:22.456237+00:00,1,0,25.5,0.439,42179.5,25,RECOVERED,0.8345,True,3423.06
pay_100414,cust_01414,2167.84,INR,upi,temporary_bank_error,2026-09-04T08:33:52.447543+00:00,1,0,5.0,0.834,18458.0,14,RECOVERED,0.95,True,2167.84
pay_100415,cust_01415,2279.72,INR,netbanking,network_failure,2026-09-02T01:43:43.867610+00:00,3,0,3295.1,0.807,47773.8,25,FAILED,0.6208,False,0.0
pay_100416,cust_01416,1671.44,INR,upi,temporary_bank_error,2026-09-04T07:01:01.378272+00:00,1,0,97.9,0.957,30277.8,16,RECOVERED,0.95,True,1671.44
pay_100417,cust_01417,1839.77,INR,card,authentication_failure,2026-09-04T07:13:04.313042+00:00,1,1,85.8,0.694,19741.54,11,FAILED,0.6004,False,0.0
pay_100418,cust_01418,2031.86,INR,emi,network_failure,2026-09-03T21:43:22.917014+00:00,1,1,655.5,0.88,125889.54,24,RECOVERED,0.7239,True,2031.86
pay_100419,cust_01419,1480.07,INR,card,payment_method_issue,2026-09-03T11:55:29.734862+00:00,1,0,1243.4,0.389,5939.97,4,FAILED,0.4506,False,0.0
pay_100420,cust_01420,2976.72,INR,upi,3ds_timeout,2026-09-04T01:25:28.061130+00:00,1,1,433.4,0.844,71518.4,19,RECOVERED,0.7654,True,2976.72
pay_100421,cust_01421,1657.03,INR,card,insufficient_funds,2026-09-03T03:07:36.330424+00:00,1,0,1771.3,0.92,24209.02,24,RECOVERED,0.525,True,1657.03
pay_100422,cust_01422,1024.42,INR,upi,customer_abandonment,2026-09-03T14:32:41.026503+00:00,1,1,1086.2,0.381,5779.72,3,FAILED,0.1702,False,0.0
pay_100423,cust_01423,10085.81,INR,upi,temporary_bank_error,2026-09-02T17:10:14.271020+00:00,3,0,2368.6,0.956,249730.24,34,RECOVERED,0.7312,True,10085.81
pay_100424,cust_01424,340.53,INR,upi,network_failure,2026-09-03T18:29:36.875318+00:00,1,0,849.3,0.939,38860.8,9,RECOVERED,0.95,True,340.53
pay_100425,cust_01425,1417.44,INR,emi,network_failure,2026-09-01T08:03:14.452050+00:00,2,1,4355.6,0.81,148610.4,25,FAILED,0.5431,False,0.0
pay_100426,cust_01426,556.41,INR,upi,authentication_failure,2026-09-04T06:49:35.577272+00:00,1,1,109.3,0.804,17524.78,17,RECOVERED,0.7663,True,556.41
pay_100427,cust_01427,2809.35,INR,netbanking,network_failure,2026-09-03T17:05:46.730846+00:00,1,1,933.1,0.857,31971.42,31,RECOVERED,0.7202,True,2809.35
pay_100428,cust_01428,3553.92,INR,card,network_failure,2026-09-03T12:39:55.342045+00:00,1,1,1199.0,0.811,8966.16,12,FAILED,0.6872,False,0.0
pay_100429,cust_01429,1555.5,INR,upi,temporary_bank_error,2026-09-01T18:05:46.729846+00:00,1,1,3753.1,0.942,33168.07,25,RECOVERED,0.7001,True,1555.5
pay_100430,cust_01430,734.86,INR,upi,insufficient_funds,2026-09-03T01:19:29.621137+00:00,1,0,1879.4,0.819,7011.29,16,RECOVERED,0.5459,True,734.86
pay_100431,cust_01431,1408.98,INR,card,3ds_timeout,2026-09-04T05:37:14.534446+00:00,1,0,181.6,0.485,7592.83,16,RECOVERED,0.7077,True,1408.98
pay_100432,cust_01432,3624.07,INR,emi,network_failure,2026-09-02T22:17:45.977885+00:00,1,1,2061.1,0.734,7302.48,6,RECOVERED,0.6271,True,3624.07
pay_100433,cust_01433,6220.98,INR,wallet,customer_abandonment,2026-09-03T11:59:30.305229+00:00,2,0,1239.4,0.079,0.0,10,FAILED,0.01,False,0.0
pay_100434,cust_01434,1155.51,INR,card,temporary_bank_error,2026-09-03T06:59:35.182837+00:00,2,1,1539.3,0.201,0.0,3,FAILED,0.4713,False,0.0
pay_100435,cust_01435,2021.14,INR,upi,network_failure,2026-09-04T07:46:02.992658+00:00,1,0,52.8,0.963,198809.4,32,RECOVERED,0.95,True,2021.14
pay_100436,cust_01436,1442.84,INR,wallet,authentication_failure,2026-09-03T18:52:36.938855+00:00,2,0,826.3,0.459,21881.82,8,RECOVERED,0.682,True,1442.84
pay_100437,cust_01437,7286.44,INR,upi,temporary_bank_error,2026-09-02T02:45:46.629497+00:00,1,0,3233.1,0.892,89828.68,20,FAILED,0.8297,False,0.0
pay_100438,cust_01438,1717.64,INR,netbanking,authentication_failure,2026-09-03T16:07:48.602268+00:00,1,0,991.1,0.814,35281.1,13,RECOVERED,0.808,True,1717.64
pay_100439,cust_01439,733.69,INR,upi,insufficient_funds,2026-09-04T03:04:45.257727+00:00,1,1,334.1,0.736,52107.72,24,FAILED,0.4098,False,0.0
pay_100440,cust_01440,248.79,INR,netbanking,insufficient_funds,2026-09-03T22:57:28.177624+00:00,2,2,581.4,0.221,2382.35,7,FAILED,0.01,False,0.0
pay_100441,cust_01441,3443.26,INR,upi,insufficient_funds,2026-09-03T14:03:30.259590+00:00,1,2,1115.4,0.936,15023.0,22,FAILED,0.3522,False,0.0
pay_100442,cust_01442,1334.96,INR,upi,payment_method_issue,2026-09-04T08:33:52.447543+00:00,1,0,5.0,0.381,0.0,2,RECOVERED,0.5309,True,1334.96
pay_100443,cust_01443,1163.79,INR,emi,network_failure,2026-09-03T23:56:35.929925+00:00,1,1,522.3,0.722,95453.26,20,RECOVERED,0.6737,True,1163.79
pay_100444,cust_01444,3440.94,INR,card,insufficient_funds,2026-09-03T19:27:55.469484+00:00,3,2,790.9,0.823,122505.2,49,FAILED,0.03,False,0.0
pay_100445,cust_01445,5194.15,INR,netbanking,network_failure,2026-09-03T21:31:23.434810+00:00,1,0,667.5,0.242,15204.88,10,FAILED,0.6458,False,0.0
pay_100446,cust_01446,1238.92,INR,card,3ds_timeout,2026-09-04T06:41:13.173952+00:00,1,1,117.7,0.771,69059.2,19,RECOVERED,0.7148,True,1238.92
pay_100447,cust_01447,1028.28,INR,netbanking,authentication_failure,2026-09-01T07:39:34.019383+00:00,1,0,4379.3,0.891,32162.24,13,RECOVERED,0.7008,True,1028.28
pay_100448,cust_01448,3362.23,INR,upi,3ds_timeout,2026-09-02T22:29:46.952655+00:00,1,0,2049.1,0.885,75151.44,14,RECOVERED,0.7583,True,3362.23
pay_100449,cust_01449,9862.88,INR,upi,customer_abandonment,2026-09-02T14:28:13.547180+00:00,1,0,2530.6,0.967,139557.57,30,RECOVERED,0.4808,True,9862.88
pay_100450,cust_01450,1546.06,INR,wallet,3ds_timeout,2026-09-03T01:18:51.495260+00:00,1,0,1880.0,0.299,12794.38,7,FAILED,0.6954,False,0.0
pay_100451,cust_01451,3909.45,INR,upi,temporary_bank_error,2026-09-03T22:50:04.642169+00:00,3,0,588.8,0.591,76318.08,21,FAILED,0.6569,False,0.0
pay_100452,cust_01452,2840.12,INR,card,authentication_failure,2026-09-01T10:06:27.681707+00:00,3,0,4232.4,0.919,26892.18,23,RECOVERED,0.6214,True,2840.12
pay_100453,cust_01453,834.34,INR,netbanking,payment_method_issue,2026-09-03T21:00:21.117121+00:00,1,0,698.5,0.662,7141.55,20,FAILED,0.4989,False,0.0
pay_100454,cust_01454,593.3,INR,card,payment_method_issue,2026-09-03T13:40:24.057763+00:00,2,0,1138.5,0.435,9680.65,17,RECOVERED,0.3879,True,593.3
pay_100455,cust_01455,2009.52,INR,card,insufficient_funds,2026-09-04T03:54:24.683945+00:00,1,0,284.5,0.954,59641.2,10,FAILED,0.5238,False,0.0
pay_100456,cust_01456,356.85,INR,upi,insufficient_funds,2026-09-04T04:32:28.330664+00:00,3,0,246.4,0.909,54630.48,27,FAILED,0.4719,False,0.0
pay_100457,cust_01457,3479.98,INR,card,payment_method_issue,2026-09-04T01:43:42.797722+00:00,1,0,415.2,0.918,92443.65,15,FAILED,0.6193,False,0.0
pay_100458,cust_01458,5268.79,INR,wallet,network_failure,2026-09-03T05:44:45.045866+00:00,1,0,1614.1,0.773,172076.94,35,RECOVERED,0.8726,True,5268.79
pay_100459,cust_01459,482.51,INR,upi,temporary_bank_error,2026-09-03T09:20:38.824699+00:00,1,2,1398.2,0.767,12854.0,7,RECOVERED,0.6106,True,482.51
pay_100460,cust_01460,1207.84,INR,upi,payment_method_issue,2026-09-04T00:34:15.919192+00:00,1,0,484.6,0.954,83108.06,15,RECOVERED,0.7528,True,1207.84
pay_100461,cust_01461,817.93,INR,upi,temporary_bank_error,2026-09-01T11:16:37.891615+00:00,1,1,4162.2,0.891,177465.39,35,RECOVERED,0.7152,True,817.93
pay_100462,cust_01462,4884.97,INR,upi,temporary_bank_error,2026-09-02T23:17:11.208411+00:00,2,0,2001.7,0.453,5698.86,5,RECOVERED,0.7308,True,4884.97
pay_100463,cust_01463,924.26,INR,upi,account_blocked,2026-09-04T06:58:14.050169+00:00,1,0,100.6,0.648,32319.6,10,FAILED,0.0758,False,0.0
pay_100464,cust_01464,1661.84,INR,card,3ds_timeout,2026-09-03T19:27:40.587634+00:00,1,0,791.2,0.876,45961.84,36,RECOVERED,0.7708,True,1661.84
pay_100465,cust_01465,603.52,INR,upi,authentication_failure,2026-09-04T01:08:34.804149+00:00,1,0,450.3,0.902,151944.14,43,RECOVERED,0.8786,True,603.52
pay_100466,cust_01466,2358.58,INR,card,network_failure,2026-09-04T06:45:42.040467+00:00,3,0,113.2,0.732,81564.24,17,FAILED,0.7291,False,0.0
pay_100467,cust_01467,1290.33,INR,card,3ds_timeout,2026-09-03T07:33:16.125680+00:00,1,0,1505.6,0.902,47181.33,10,RECOVERED,0.7802,True,1290.33
pay_100468,cust_01468,3824.25,INR,card,3ds_timeout,2026-09-03T23:38:27.719994+00:00,2,0,540.4,0.853,62662.0,21,RECOVERED,0.685,True,3824.25
pay_100469,cust_01469,4510.35,INR,wallet,network_failure,2026-09-04T04:36:38.598374+00:00,1,1,242.2,0.923,44918.23,47,FAILED,0.8297,False,0.0
pay_100470,cust_01470,3106.28,INR,upi,authentication_failure,2026-09-03T03:39:40.369110+00:00,1,1,1739.2,0.251,1539.14,9,FAILED,0.5576,False,0.0
pay_100471,cust_01471,1663.18,INR,card,temporary_bank_error,2026-09-03T18:17:19.381686+00:00,1,2,861.6,0.284,9419.8,8,RECOVERED,0.4186,True,1663.18
pay_100472,cust_01472,4912.23,INR,upi,3ds_timeout,2026-08-31T14:06:22.963244+00:00,1,0,5432.5,0.946,24997.08,7,RECOVERED,0.6985,True,4912.23
pay_100473,cust_01473,1960.9,INR,upi,payment_method_issue,2026-09-01T21:36:45.016221+00:00,1,1,3542.1,0.968,50566.27,33,FAILED,0.4842,False,0.0
pay_100474,cust_01474,1408.93,INR,card,network_failure,2026-09-03T11:16:53.355217+00:00,1,0,1282.0,0.768,131491.08,48,RECOVERED,0.7936,True,1408.93
pay_100475,cust_01475,710.66,INR,card,network_failure,2026-09-04T03:18:51.612455+00:00,1,0,320.0,0.917,7760.88,9,RECOVERED,0.95,True,710.66
pay_100476,cust_01476,1067.41,INR,upi,network_failure,2026-09-04T07:05:53.895867+00:00,1,2,93.0,0.577,6356.44,2,RECOVERED,0.5833,True,1067.41
pay_100477,cust_01477,3448.32,INR,card,network_failure,2026-09-01T08:01:26.051290+00:00,3,0,4357.4,0.784,154466.88,41,FAILED,0.6655,False,0.0
pay_100478,cust_01478,2980.21,INR,wallet,authentication_failure,2026-09-04T03:17:02.381410+00:00,3,0,321.8,0.667,84924.6,19,RECOVERED,0.6703,True,2980.21
pay_100479,cust_01479,4005.1,INR,card,network_failure,2026-09-03T21:30:59.817302+00:00,1,2,667.9,0.89,9755.64,7,FAILED,0.6741,False,0.0
pay_100480,cust_01480,4714.43,INR,upi,temporary_bank_error,2026-09-02T02:28:39.313394+00:00,1,1,3250.2,0.537,50048.04,14,RECOVERED,0.693,True,4714.43
pay_100481,cust_01481,1661.22,INR,card,network_failure,2026-09-03T03:18:41.988099+00:00,2,0,1760.2,0.713,4102.11,13,RECOVERED,0.8018,True,1661.22
pay_100482,cust_01482,9838.04,INR,wallet,network_failure,2026-09-02T14:51:06.574069+00:00,2,0,2507.8,0.633,6673.85,9,RECOVERED,0.6927,True,9838.04
pay_100483,cust_01483,1466.0,INR,upi,authentication_failure,2026-09-04T07:15:37.175137+00:00,1,1,83.3,0.606,3494.2,4,RECOVERED,0.6877,True,1466.0
pay_100484,cust_01484,1346.82,INR,card,temporary_bank_error,2026-09-04T04:28:40.523541+00:00,1,0,250.2,0.695,8535.16,3,RECOVERED,0.8873,True,1346.82
pay_100485,cust_01485,3760.46,INR,netbanking,3ds_timeout,2026-09-04T05:50:21.990926+00:00,1,0,168.5,0.93,247480.1,38,RECOVERED,0.8171,True,3760.46
pay_100486,cust_01486,838.72,INR,card,authentication_failure,2026-09-03T22:03:12.615787+00:00,1,0,635.7,0.485,4825.17,16,RECOVERED,0.6945,True,838.72
pay_100487,cust_01487,2938.02,INR,upi,insufficient_funds,2026-09-01T07:21:34.530635+00:00,1,1,4397.3,0.857,129816.5,30,FAILED,0.3789,False,0.0
pay_100488,cust_01488,2140.33,INR,wallet,insufficient_funds,2026-09-04T06:03:02.422209+00:00,1,0,155.8,0.887,107744.14,16,FAILED,0.4644,False,0.0
pay_100489,cust_01489,2298.86,INR,upi,insufficient_funds,2026-09-03T05:31:47.390804+00:00,1,0,1627.1,0.943,115273.0,21,FAILED,0.6757,False,0.0
pay_100490,cust_01490,2796.36,INR,upi,3ds_timeout,2026-09-04T04:27:10.722087+00:00,1,0,251.7,0.946,117295.92,18,RECOVERED,0.9188,True,2796.36
pay_100491,cust_01491,3116.33,INR,upi,network_failure,2026-09-04T04:18:43.050386+00:00,1,0,260.2,0.575,4790.63,23,RECOVERED,0.8469,True,3116.33
pay_100492,cust_01492,4361.86,INR,card,network_failure,2026-09-04T06:33:13.831411+00:00,1,2,125.6,0.476,58492.44,21,RECOVERED,0.5667,True,4361.86
pay_100493,cust_01493,1132.67,INR,upi,network_failure,2026-09-03T15:04:16.975455+00:00,1,1,1054.6,0.837,84354.16,27,RECOVERED,0.7481,True,1132.67
pay_100494,cust_01494,663.75,INR,upi,customer_abandonment,2026-09-03T09:39:30.272183+00:00,1,0,1379.4,0.535,713.16,5,FAILED,0.2438,False,0.0
pay_100495,cust_01495,561.84,INR,card,3ds_timeout,2026-09-03T03:34:48.900199+00:00,1,0,1744.1,0.501,8018.78,5,RECOVERED,0.6005,True,561.84
pay_100496,cust_01496,242.6,INR,netbanking,3ds_timeout,2026-09-03T14:23:56.943640+00:00,2,1,1094.9,0.489,83950.35,24,FAILED,0.437,False,0.0
pay_100497,cust_01497,953.04,INR,upi,network_failure,2026-09-03T04:22:42.350792+00:00,2,0,1696.2,0.706,47761.84,21,RECOVERED,0.804,True,953.04
pay_100498,cust_01498,3970.95,INR,upi,authentication_failure,2026-09-03T19:36:16.448890+00:00,1,0,782.6,0.739,50982.54,10,RECOVERED,0.8355,True,3970.95
pay_100499,cust_01499,16262.78,INR,card,3ds_timeout,2026-09-04T01:38:18.913089+00:00,1,0,420.6,0.594,11769.56,8,RECOVERED,0.692,True,16262.78
pay_100500,cust_01500,2501.16,INR,netbanking,insufficient_funds,2026-09-02T12:09:42.346152+00:00,2,0,2669.2,0.708,48966.88,23,FAILED,0.3869,False,0.0
pay_100501,cust_01501,4803.86,INR,card,network_failure,2026-09-02T10:18:27.666155+00:00,3,0,2780.4,0.462,7850.02,5,FAILED,0.5548,False,0.0
pay_100502,cust_01502,1053.6,INR,upi,payment_method_issue,2026-09-02T00:57:22.576073+00:00,1,2,3341.5,0.356,0.0,2,FAILED,0.2119,False,0.0
pay_100503,cust_01503,3939.25,INR,emi,network_failure,2026-09-03T07:34:02.033356+00:00,1,0,1504.8,0.513,24044.45,10,RECOVERED,0.6338,True,3939.25
pay_100504,cust_01504,5219.01,INR,upi,account_blocked,2026-09-03T12:59:44.252887+00:00,1,0,1179.1,0.896,280131.44,42,FAILED,0.1612,False,0.0
pay_100505,cust_01505,1201.96,INR,upi,network_failure,2026-09-03T21:34:30.959616+00:00,1,0,664.4,0.907,88309.56,38,RECOVERED,0.9196,True,1201.96
pay_100506,cust_01506,4095.54,INR,card,network_failure,2026-09-04T02:45:23.380877+00:00,2,0,353.5,0.167,7174.91,10,RECOVERED,0.6814,True,4095.54
pay_100507,cust_01507,1700.72,INR,netbanking,payment_method_issue,2026-09-03T13:34:04.371411+00:00,2,0,1144.8,0.566,94765.56,22,FAILED,0.4005,False,0.0
pay_100508,cust_01508,2880.8,INR,netbanking,payment_method_issue,2026-09-02T17:39:30.284881+00:00,1,1,2339.4,0.798,52110.85,15,FAILED,0.4424,False,0.0
pay_100509,cust_01509,2773.35,INR,card,payment_method_issue,2026-09-04T04:10:45.957939+00:00,1,0,268.1,0.615,28828.0,14,RECOVERED,0.5145,True,2773.35
pay_100510,cust_01510,2533.26,INR,wallet,payment_method_issue,2026-09-03T10:49:37.207603+00:00,1,1,1309.3,0.918,28673.8,5,FAILED,0.5157,False,0.0
pay_100511,cust_01511,2327.4,INR,card,network_failure,2026-09-03T17:13:57.355520+00:00,1,0,924.9,0.485,77580.69,24,RECOVERED,0.8218,True,2327.4
pay_100512,cust_01512,1014.24,INR,upi,network_failure,2026-09-04T02:50:27.079611+00:00,1,1,348.4,0.82,46505.2,9,RECOVERED,0.7889,True,1014.24
pay_100513,cust_01513,2023.32,INR,upi,network_failure,2026-09-03T04:03:29.195348+00:00,1,0,1715.4,0.828,310640.46,48,RECOVERED,0.9361,True,2023.32
pay_100514,cust_01514,3006.81,INR,netbanking,temporary_bank_error,2026-09-03T04:21:22.269234+00:00,1,2,1697.5,0.456,2683.56,14,FAILED,0.4551,False,0.0
pay_100515,cust_01515,2292.67,INR,upi,temporary_bank_error,2026-09-04T03:33:47.258123+00:00,1,0,305.1,0.6,4993.4,7,RECOVERED,0.8715,True,2292.67
pay_100516,cust_01516,2894.49,INR,upi,3ds_timeout,2026-09-02T16:09:29.278542+00:00,3,0,2429.4,0.612,95508.48,21,FAILED,0.5321,False,0.0
pay_100517,cust_01517,1144.34,INR,upi,3ds_timeout,2026-09-03T21:37:18.954847+00:00,1,0,661.6,0.542,8761.76,14,RECOVERED,0.7847,True,1144.34
pay_100518,cust_01518,2643.13,INR,upi,3ds_timeout,2026-09-03T23:17:05.699432+00:00,2,0,561.8,0.908,10474.4,5,FAILED,0.7331,False,0.0
pay_100519,cust_01519,1535.24,INR,wallet,account_blocked,2026-09-02T14:45:34.436162+00:00,2,0,2513.3,0.638,60264.27,15,FAILED,0.0276,False,0.0
pay_100520,cust_01520,2908.56,INR,upi,network_failure,2026-08-28T13:18:35.542145+00:00,2,0,9800.3,0.93,60376.14,36,RECOVERED,0.5241,True,2908.56
pay_100521,cust_01521,3660.78,INR,netbanking,account_blocked,2026-09-04T02:00:50.809614+00:00,1,0,398.0,0.172,2574.2,7,FAILED,0.01,False,0.0
pay_100522,cust_01522,885.94,INR,upi,temporary_bank_error,2026-09-02T19:53:51.082046+00:00,1,0,2205.0,0.563,1605.4,9,RECOVERED,0.7657,True,885.94
